start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-10T15:07:30.810Z,2021-02-10,a183698a4c2d5250,,,,Aissata Maiga ,Bamako,Commune I,Fadjiguila,,Fadjiguila ,12.671977677382529 -7.950999001041055 360.0 6.0,12.6719776773825,-7.95099900104106,360,6,Clinique ,Clinic,Clinic bed,General acute care,Emergency,Martenal care,6,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Mouhamed  cisse,General,1,4,73111558,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,835,b6707e1a-e45b-4927-b20d-1a1f4c023fa1,2021-02-10T16:32:35,,115
2021-02-10T11:23:16.160Z,2021-02-10,collect:rpvpthByLQPVYLdY,,,,Kassim TRAORE ,Bamako,Commune III,Sirakoro-Dounfing,,,12.689345 -8.052425 427.08630630499925 3.9,12.689345,-8.052425,427.086306304999,3.9,Cabinet médical de Zirakoro,Clinic,Clinic bed,Hospice care,Imaging equipment,Medicine,3,10,3,7,Yes,No,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,0,1,Private,Privée ,Women,1,3,68803686,No,,,,,,,,,,,,,,,,,,,839,c9613873-66f6-4fbc-b3ab-328024ab02cd,2021-02-10T16:39:17,,116
2021-02-10T10:49:13.186Z,2021-02-10,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lafiabougou bougoudani ,12.6285416 -8.0466059 368.0 6.0,12.6285416,-8.0466059,368,6,Clinique médical Salomon,Clinic,Clinic bed,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,,,,20798490,,,,,,,,,,,,,,,,,,,,848,b332ee1d-ff50-44a2-a7d3-060e6a73acfd,2021-02-10T16:43:18,,117
2021-02-10T12:23:34.368Z,2021-02-10,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.6318188 -8.0428925 378.0 8.166,12.6318188,-8.0428925,378,8.166,Clinique médical Lafia,Clinic,Clinic bed,,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,,,,21721629,,,,,,,,,,,,,,,,,,,,853,454e73fa-d192-4c57-a72d-d67bca3860a7,2021-02-10T16:43:21,,119
2021-02-10T13:02:08.971Z,2021-02-10,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.6286551 -8.0374086 374.0 7.0,12.6286551,-8.0374086,374,7,Clinique médical Yiriba,Clinic,Clinic bed,Specialized,Laboratory,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,2,3,76007661,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,854,aa21d7c3-e4f8-499b-81fe-f003af64b1de,2021-02-10T16:43:21,,120
2021-02-10T14:50:17.475Z,2021-02-10,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.627627 -8.0429691 378.0 19.0,12.627627,-8.0429691,378,19,Clinique médical Saiwa,Clinic,Clinic bed,All,Laboratory,,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,,,76275150,,,,,,,,,,,,,,,,,,,,855,44b2f400-00c1-4c1f-8379-dbe47811cea5,2021-02-10T16:43:22,,121
2021-02-10T15:11:49.734Z,2021-02-10,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Lafiabougou ,12.6344255 -8.0382897 378.0 15.5,12.6344255,-8.0382897,378,15.5,Clinique médical Kènèya Ton,Clinic,Clinic bed,All,Laboratory,Martenal care,5,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,2,4,20799152,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,,,857,fd5a1850-9881-4802-8b97-8aaff49ed7cf,2021-02-10T16:43:23,,122
2021-02-10T14:59:26.304Z,2021-02-10,collect:YOr78JsZpLkhP6SJ,,,,Mahamady Camara ,Bamako,Commune IV,Kalabambougou,,Kalabambougou ,12.5814249 -8.0581717 366.62113723036794 7.416,12.5814249,-8.0581717,366.621137230368,7.416,Clinique cabinet kanuya ,Clinic,Clinic bed,Hospice care,Intensive care unit,Social care,6,2,1,1,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,1,0,76262906,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,867,b7244b86-0371-4548-aa0d-2b08fa392076,2021-02-10T16:52:31,,123
2021-02-10T12:46:47.573Z,2021-02-10,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba,Bamako,Commune V,Sabalibougou,,,12.5892804 -7.9954816 421.38115872229463 3.9,12.5892804,-7.9954816,421.381158722295,3.9,Cabinet Médical Djigi,Clinic,,General acute care,Imaging equipment,Pediatric care,5,20,5,15,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Mamadou Doumbia,,1,5,74787478,Yes,Unimproved,Yes,No,,,,Existence of handwashing post/station(s):,3,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,,,893,4ab824f0-6dfa-4528-89ec-298d8c154501,2021-02-10T17:02:09,,127
2021-02-10T09:58:43.637Z,2021-02-10,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Sabalibougou,,Salibougou,12.5935753 -8.0069567 343.1 3.26,12.5935753,-8.0069567,343.1,3.26,Cabinet médical Bougouzie,Clinic,,All,Laboratory,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Cabinet médical Bougouzie,General,,,60345741,Yes,Unimproved,Yes,,Facility is not equipped for menstrual hygiene management,yes,,,,,,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,903,f8e82fc2-a9f2-4ba5-9707-852fbb4406e7,2021-02-10T17:04:30,,130
2021-02-10T12:37:45.686Z,2021-02-10,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Sabalibougou,,Sabalibougou,12.5849551 -8.0027982 355.2 3.166,12.5849551,-8.0027982,355.2,3.166,Clinique,Clinic,,All,Laboratory,Medicine,10,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Clinique médical guérison Bama,General,2,3,66682521,Yes,Improved,Yes,,Facility is not equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,909,cd70d295-d497-4ed4-ba6b-505c49425ce8,2021-02-10T17:04:33,,131
2021-02-10T12:18:30.405Z,2021-02-10,collect:i8Dxlg3ikyybBVzX,,,,Mbaly Doumbia,Bamako,Commune I,Korofina-Sud,,,12.6613289 -7.9561042 337.6 7.5,12.6613289,-7.9561042,337.6,7.5,Cabine dentaire,Clinic,Clinic bed,Specialized,,,,1,1,,No,Yes,Other,0,0,0,0,0,0,0,1,Private,Amigo Youssouf.,,2,1,64649010,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,936,cf27d716-d859-4231-9569-6248904af1d0,2021-02-10T17:36:53,,135
2021-02-10T11:35:04.553Z,2021-02-10,collect:no6U5V4eMLGVKt3U,,,,Minata M Konaré,Bamako,Commune V,Torokorobougou,,,12.6030315 -8.0039164 375.6600061035156 1.95,12.6030315,-8.0039164,375.660006103516,1.95,Clinique médicale la paix Divine,Clinic,,All,Operating theater,Medicine,8,20,,,No,No,24/7,0,0,0,0,0,0,1,0,Private,DR Oumar Camara,General,6,6,76441198,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,4,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,950,7333f9a4-3241-4b7d-a884-758be89becd8,2021-02-10T17:39:02,,139
2021-02-10T15:19:39.080Z,2021-02-10,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,Sabalibougou,,,12.6053269 -7.9951424 377.8953721005613 2.56,12.6053269,-7.9951424,377.895372100561,2.56,"Clinique médicale""ADA""",Clinic,Clinic bed,All,Operating theater,,6,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Daouda Coulibaly,General,5,2,76762572,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,990,4320265b-b4f0-410c-b956-5db1b29572b0,2021-02-10T17:43:29,,143
2021-02-10T13:53:14.492Z,2021-02-10,collect:2I1Tdd4038qf3eqE,,,,Amadou Minta ,Bamako,Commune VI,Magnambougou,,Concessions rurale ,12.6283896 -7.9258438 429.76001220703125 2.95,12.6283896,-7.9258438,429.760012207031,2.95,CABINET MÉDICAL AKT,Clinic,Clinic bed,All,,Social care,5,9,6,3,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Social_care,1,2,79340051,Yes,Improved,Yes,No,,no,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,,,Yes,Once a day,,,1008,3a7c5557-f63f-41f6-99a1-73b4e269190b,2021-02-10T17:46:46,,145
2021-02-10T11:07:45.514Z,2021-02-10,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Yirimadio,,Yirimadio Zrny,12.6029417 -7.9294167 355.8 2.7,12.6029417,-7.9294167,355.8,2.7,Cabinet Médicale Teriya,Clinic,Clinic bed,All,Emergency,Surgery,2,4,2,2,Yes,Yes,Other,0,0,0,0,0,0,0,1,Private,DR. Sékou Ismaël Doucouré,Women,1,2,76682820,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Other,,1015,ce86724c-b850-4f37-9738-7467ed7d2e10,2021-02-10T18:22:17,,148
2021-02-10T10:50:17.881Z,2021-02-10,collect:8htkpzfiqj8dFVDp,,,,Habibatou sanogo,Bamako,Commune III,Sirakoro-Dounfing,,,12.6840167 -8.0538733 445.3600183105469 2.366,12.6840167,-8.0538733,445.360018310547,2.366,,Clinic,Clinic bed,General acute care,,,2,1,0,1,No,No,24/7,0,0,0,0,0,0,1,0,Private,Coulibaly Abdoulaye,General,,,78438548,Yes,Unimproved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,2,Facility without water and soap,not,No existence of water point,not,,"Committee own funding for major repairs, construction of new facilities",No,,Manual Emptier,,1036,655ce2b7-ebdf-4337-80c5-a74853ea53cf,2021-02-10T18:28:22,,149
2021-02-10T13:11:21.014Z,2021-02-10,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou,12.6277883 -8.04178 349.1744460067709 1.433,12.6277883,-8.04178,349.174446006771,1.433,Clinique médicale promesse santé,Clinic,,,,,,,,,,,,,,,,,,,,Private,,,,,70071227,,,,,,,,,,,,,,,,,,,,1066,ac9da43d-f86f-4109-951c-0ac7048c3ec2,2021-02-10T19:03:48,,152
2021-02-10T13:56:36.181Z,2021-02-10,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Yirimadio,,,12.6046461 -7.903107 336.7857626508803 7.433,12.6046461,-7.903107,336.78576265088,7.433,Cabinet médical keneyasso,Clinic,First referral hospital,Hospice care,Intensive care unit,Medicine,10,10,3,6,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr seriba fofana,General,1,1,76228347,Yes,Unimproved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1081,b0f24ab1-7564-406c-8c80-115095370a85,2021-02-10T19:11:46,,154
2021-02-10T15:40:42.545Z,2021-02-10,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Yirimadio,,,12.6083167 -7.9040617 338.3259183026167 7.26,12.6083167,-7.9040617,338.325918302617,7.26,Cabinet médical Bethesda,Clinic,First referral hospital,Hospice care,Intensive care unit,Medicine,0,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Dioné David,General,1,2,66232706,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1088,8c45d4ae-a5a1-4812-886f-4521e1bd66bb,2021-02-10T19:11:51,,155
2021-02-10T10:07:55.133Z,2021-02-10,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Missabougou,,,12.6181375 -7.9192106 361.4031547771763 4.775,12.6181375,-7.9192106,361.403154777176,4.775,Clinique,Clinic,Clinic bed,Hospice care,,Medicine,5,2,1,1,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Coulibaly Demba,Emergency,1,1,77511106,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1103,7fea908f-eb41-4a91-af8c-5357076e299a,2021-02-10T19:32:08,,158
2021-02-10T12:31:59.647Z,2021-02-10,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Yirimadio,,Dougoukoro,12.6142717 -7.9094 336.65805354293775 3.1,12.6142717,-7.9094,336.658053542938,3.1,Cabinet medical,Clinic,Clinic bed,Hospice care,Intensive care unit,Medicine,8,15,5,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Adama Traore,Emergency,4,6,63639902,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1107,8fa19875-8efc-4c84-a7bd-ac4d149ae238,2021-02-10T19:32:17,,159
2021-02-10T14:36:16.366Z,2021-02-10,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Missabougou,,Zerny,12.622528 -7.9115983 364.466099413669 4.14,12.622528,-7.9115983,364.466099413669,4.14,Cabinet medical,Clinic,Clinic bed,General acute care,Intensive care unit,Medicine,5,4,1,3,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Alamako Camara,General,3,3,66062642,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1111,9a5a718a-56d0-47c0-b250-da6d8bb40992,2021-02-10T19:32:26,,160
2021-02-10T10:06:13.342Z,2021-02-10,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Yirimadio,,,12.602471666666668 -7.915526666666667 327.6 3.8,12.6024716666667,-7.91552666666667,327.6,3.8,Cabinet de soins makalou,Clinic,Clinic bed,Hospice care,Intensive care unit,Martenal care,3,3,1,2,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Bakary Macalou,General,1,2,72050379,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1150,c28314bb-30c7-4da3-aa74-fdc3c389dbf7,2021-02-10T20:07:56,,161
2021-02-10T14:54:29.375Z,2021-02-10,358005081343540,,,,Moussa camara,Bamako,Commune I,Korofina Nord,,korofina nord,12.668291666666669 -7.952496666666667 340.0 7.6,12.6682916666667,-7.95249666666667,340,7.6,Clinique eaux claires AYA,Clinic,Clinic bed,All,Operating theater,Surgery,6,15,5,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Drissa Konaté,General,6,10,77340263,Yes,Improved,Yes,,,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1176,77ab2cac-8c01-4a9d-a603-bdefdb76b0bd,2021-02-10T20:11:32,,167
2021-02-10T12:56:19.215Z,2021-02-10,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata,Bamako,Commune VI,Yirimadio,,Yirimadio zerny,12.59493 -7.9260533 367.06 4.016,12.59493,-7.9260533,367.06,4.016,Centre médical(Alliance),Clinic,Clinic no beds,General acute care,Imaging equipment,Medicine,0,1,1,1,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Seydou TRAORE,General,2,0,65903471,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1186,3b26a90b-f7b0-4655-9180-a737e9155840,2021-02-10T22:42:57,,169
2021-02-15T09:46:33.774Z,2021-02-15,collect:BlCkwukss3l6umtT,,,,"Abdoulaye Sissoko
",Bamako,Commune II,Hippodrome,,.,12.6659667 -7.978495 365.48301669728244 3.9,12.6659667,-7.978495,365.483016697282,3.9,"Clinique Medico Chirugical 
Wassa",Clinic,Clinic bed,All,Operating theater,Surgery,20,25,5,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,"Communauté
",Community,10,5,66767228,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,1200,1a8ef112-14e1-4786-92a1-140a1bab3726,2021-02-15T09:56:39,,173
2021-02-15T13:44:17.719Z,2021-02-15,358005081307784,8.92230130906177E+019,610010101772776,,Ali badara Koné ,Bamako,Commune III,Koulouba,,Route de kati,12.672805000000002 -8.006296666666666 443.0 1.2,12.672805,-8.00629666666667,443,1.2,Clinic privée ,Clinic,Clinic bed,Specialized,Operating theater,Surgery,11,4,2,2,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Clinique médicale keneya ,General,2,4,70206666,Yes,Improved,Yes,,,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1279,3fc8e706-719b-44a5-afec-977200eefe81,2021-02-15T13:59:45,,179
2021-02-15T14:20:33.044Z,2021-02-15,358005081307784,8.92230130906177E+019,610010101772776,,Ali badara  Kone ,Bamako,Commune III,Koulouba,,Secteur Sekoubougouni ,12.681506666666667 -8.004593333333334 515.5 4.5,12.6815066666667,-8.00459333333333,515.5,4.5,Cabinet médical ,Clinic,Clinic bed,All,Intensive care unit,Medicine,3,2,1,1,Yes,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Private,Mariam Tangara ,General,1,2,71604964,Yes,Improved,Yes,,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,No existence of water point,,,,Yes,Once a day,Other,,1280,8f8549fb-7619-4395-9dc7-909da9acf320,2021-02-15T14:45:12,,180
2021-02-15T09:28:34.789Z,2021-02-15,collect:kZCwpco2LamgRepp,,,,Bakary  Camara,Bamako,Commune IV,Lafiabougou,,Rue goudron ménant à la place CAN,12.62855684964414 -8.037493555434162 367.5769551207068 4.0,12.6285568496441,-8.03749355543416,367.576955120707,4,Clinique Médicale Yiriba,Clinic,Clinic bed,All,Emergency,Martenal care,,,,,Yes,Yes,Other 24/7,0,0,0,0,0,0,1,1,Private,Clinique Médicale Yiriba,Community,,,76007661,Yes,Improved,Yes,Yes,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,,Other,,1355,fad037ff-dcfd-4f32-a566-bf97e61db2ef,2021-02-15T15:56:30,,181
2021-02-15T10:15:04.049Z,2021-02-15,collect:kZCwpco2LamgRepp,,,,Bakary Camara,Bamako,Commune IV,Lafiabougou,,Lafiabougou en face du Lycée Mamadou Sarrr,12.63437267203591 -8.03829839104856 379.655736395241 6.0,12.6343726720359,-8.03829839104856,379.655736395241,6,"Clinique Médicale ""Kènèya Ton""",Clinic,Clinic bed,All,Laboratory,Martenal care,,,,,Yes,Yes,Other 24/7,0,0,0,0,0,0,1,1,Private,"Clinique Médicale ""kènèya Ton""",General,,,20799152,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,,Other,,1357,2b35323c-f58f-488d-aeba-92159b9cc329,2021-02-15T15:56:31,,182
2021-02-15T10:59:48.776Z,2021-02-15,358005080629725,,,,Hamidou Diarra,Bamako,Commune I,Nafadji,,Nafadji,12.689128333333334 -7.948885 331.3 4.9,12.6891283333333,-7.948885,331.3,4.9,Polyclinique DHM,Clinic,Clinic bed,Specialized,Laboratory,Medicine,4,1,,1,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr DIALL Almou Allaye,General,5,3,94949594,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1397,da75749c-b5c5-48e1-9fc5-f796e33e368c,2021-02-15T16:03:47,,186
2021-02-15T08:40:16.920Z,2021-02-15,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Lafiabougou,,Hamdalaye aci 2000,12.6252944 -8.03644 349.517170636712 2.433,12.6252944,-8.03644,349.517170636712,2.433,Optique 2000,Clinic,Clinic no beds,,,,,,,,No,Yes,,,,,,,,,,Private,,,,,66942718,,,,,,,,,,,,,,,,,,,,1444,dc775bb4-7ae0-4e55-a3fc-8a06a28da150,2021-02-15T16:26:58,,187
2021-02-15T10:34:28.021Z,2021-02-15,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Lafiabougou,,Hamdalaye aci 2000,12.63339 -8.03377 334.7589219766951 2.683,12.63339,-8.03377,334.758921976695,2.683,Laboratoire biomédicale le diafounou sarl,Clinic,Clinic no beds,,Laboratory,,,,50,,Yes,No,24/7,0,0,0,0,0,0,1,0,Private,Dr dembele lamine,,19,,20295252,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1449,6d6e6b5c-1f9b-476f-9403-474c8abaa10c,2021-02-15T16:27:01,,188
