start,end,today,deviceid,phonenumber,Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Please take a GPS point at this education facility.,_Please take a GPS point at this education facility._latitude,_Please take a GPS point at this education facility._longitude,_Please take a GPS point at this education facility._altitude,_Please take a GPS point at this education facility._precision,Name of Facility,Amenity,Opening Hours,Opening Hours/Mo-Fri 07:30-13:30,Opening Hours/Mo-Sa 07:30-15:00,Opening Hours/Mo-Fri 08:00-17:00,Opening Hours/Mo-Fri 09:00-17:00,Opening Hours/Mo-Su 07:00-20:00,Opening Hours/Mo-Fri 07:00-13:30,Opening Hours/Other,"You said other, please specify",What is the primary phone contact for the facility?,Name of the organization/institution that runs the facility,Type of the organization/institution that runs the facility,Religion,Number of Students,Does the facility charge fees?,Does the facility have toilets?,Type of facility,Is the facility separated boys/girls,Is the facility usable,Is the facility accessible to Handicap,Is the facility equiped for menstrual hygiene management,Is there practice of open defecation?,Is there existance of handwashing at the facility?,"If yes, How many",Is the facility located in school premises,Does the facility has water and soap?,Does the facility has daily hand cleaning activities for students,Is there existance of a water point?,"If yes, How many",Type of water point,Is water located on school premises?,Does there exist management committee for dealing with management of WASH issues,Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,How often,Fees for cleaning WASH facility,Phone number for the school if available,_id,_uuid,_submission_time,_validation_status,_index
2021-02-16T11:14:48.192Z,2021-02-16T11:18:22.093Z,2021-02-16,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Sogoniko,,,12.6036475 -7.9648037 346.8601515355481 7.4,12.6036475,-7.9648037,346.860151535548,7.4,Complexe Scolaire La Farandole,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Mo-Fri 07:00-13:30,1,1,1,1,0,1,0,,20208992,CAP de Soginiko,Private,,890,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,21,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,,,Latrine emptying when needed,,3181,d060f87f-ee7e-42d9-921f-9ea0783c2845,2021-02-16T21:35:29,,1150
2021-02-16T13:41:32.250Z,2021-02-16T21:34:46.725Z,2021-02-16,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Magnambougou,,,12.6153417 -7.958715 333.6919496522183 7.25,12.6153417,-7.958715,333.691949652218,7.25,Jardin d'enfant bassy Traoré,Kindergarten,Mo-Fri 09:00-17:00,0,0,0,1,0,0,0,,76188202,CAP de Sogoniko,Private,,,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,Other,,Dedicated fees for WASH regular maintenance,74582086,3187,d14f1bf8-97fc-43e7-95ab-6246450ac693,2021-02-16T21:35:33,,1153
2021-02-16T09:47:55.765Z,2021-02-16T09:52:03.018Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Sogoniko,,,12.602571666666666 -7.958206666666666 347.4 0.9,12.6025716666667,-7.95820666666667,347.4,0.9,Institut de formation Agro-Sylvo-Pastoral de Bamako ,College,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 09:00-17:00 Mo-Fri 07:00-13:30 Other,1,1,0,1,0,1,1,,76465020,R,Government,,1250,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,,,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,,3272,1105e411-243a-4214-9dbe-33278ec2ac84,2021-02-17T08:35:02,,1194
2021-02-16T09:52:33.583Z,2021-02-16T09:58:11.985Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Sogoniko,,,12.605046666666665 -7.961515000000001 344.5 1.8,12.6050466666667,-7.961515,344.5,1.8,École Franco-Arabe de Madrid,College,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Other Mo-Fri 07:00-13:30,1,1,1,1,0,1,1,,,Académie de la Rive droite,Private,,1200,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,,3273,d79e53e2-6c43-4c5c-936d-4b4e31a14fc8,2021-02-17T08:35:03,,1195
2021-02-16T10:02:03.503Z,2021-02-16T10:05:10.068Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Sogoniko,,Sogoniko Zone Commercial,12.605521666666668 -7.9578500000000005 354.3 1.5,12.6055216666667,-7.95785,354.3,1.5,École Badra Alilou,College,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Mo-Fri 07:00-13:30 Other,1,1,1,1,0,1,1,,20205112,Académie de la rive droite,Private,,780,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,,,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,,3274,a7d11d8e-d056-43f2-bcd9-0c5ad8b31b1f,2021-02-17T08:35:04,,1196
2021-02-16T10:08:40.330Z,2021-02-16T10:11:53.419Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Sogoniko,,Sogoniko zone Commercial,12.609119999999999 -7.962378333333334 346.8 1.0,12.60912,-7.96237833333333,346.8,1,Complexe scolaire Gandiamory Keita,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Mo-Fri 07:00-13:30 Other,1,1,1,1,0,1,1,,,CAP de Sogoniko,Private,,250,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,,,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,,3276,1e1e9d68-e1d1-47f6-92b7-0d1f98496878,2021-02-17T08:35:06,,1197
2021-02-16T11:22:33.887Z,2021-02-16T11:25:20.782Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Sogoniko,,,12.605165 -7.963003333333334 343.6 1.0,12.605165,-7.96300333333333,343.6,1,École privée Mère Kodoum,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,1,1,1,1,0,0,0,,667343094,CAP de Sogoniko ,Private,,350,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,,,Latrine emptying when needed,,3282,b9a1ac97-8eac-41b0-bae5-95b94f6cb9b1,2021-02-17T08:35:11,,1202
2021-02-16T12:31:12.417Z,2021-02-16T12:33:55.068Z,2021-02-16,357828107947080,,Awa Diarra,Bamako,Commune VI,Magnambougou,,,12.611281666666665 -7.963133333333333 341.8 1.0,12.6112816666667,-7.96313333333333,341.8,1,École fondamentale privée Chato,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 09:00-17:00,1,1,0,1,0,0,0,,79419380,CAP de Sogoniko,Private,,180,Yes,Yes,Improved,Yes,Usable,,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,1,,,No,Yes,Once a day,,,Latrine emptying when needed,,3285,6d326750-4585-4d75-9743-78a8fc9941ee,2021-02-17T08:35:15,,1204
2021-02-16T10:42:56.711Z,2021-02-16T10:47:29.105Z,2021-02-16,collect:ZmcbjTvJ92OWd2Nb,,Ibrahima toure,Bamako,Commune II,TSF,,Tsf sud,12.6401849 -7.9729587 374.6356778282967 6.542,12.6401849,-7.9729587,374.635677828297,6.542,Chifoula,School,Mo-Fri 09:00-17:00,0,0,0,1,0,0,0,,76442105,Direction,Private,,600,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,76442105,3530,94495ea8-01a0-4f7d-a657-75c97e8af555,2021-02-17T16:45:11,,1262
2021-02-17T10:27:05.358Z,2021-02-17T10:30:03.555Z,2021-02-17,357828107947080,,Awa Diarra,Bamako,Commune VI,Niamakoro,,,12.576883333333335 -7.965616666666667 345.1 1.6,12.5768833333333,-7.96561666666667,345.1,1.6,Complexe scolaire Oumar Bagayoko,Kindergarten,Mo-Fri 07:30-13:30 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Other,1,0,1,1,0,0,1,,70545633,CAP de Faladiè,Private,,150,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,No,No,,Other,,Latrine emptying when needed,,3555,e5065684-62a1-411f-adbe-6d7615c24d6c,2021-02-17T16:45:49,,1265
2021-02-17T10:43:44.426Z,2021-02-17T10:47:32.515Z,2021-02-17,357828107947080,,Awa Diarra,Bamako,Commune VI,Niamakoro,,Niamakoro koko,12.575075 -7.965458333333333 349.4 1.9,12.575075,-7.96545833333333,349.4,1.9,Complexe scolaire Yaya Traoré ,College,Mo-Fri 07:30-13:30 Mo-Fri 08:00-17:00 Mo-Sa 07:30-15:00 Mo-Fri 09:00-17:00 Other Mo-Fri 07:00-13:30,1,1,1,1,0,1,1,,76374940,CAP de Faladiè,Private,,1200,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,No,,,,Latrine emptying when needed,,3557,1ea3d53b-a994-4aa7-81b0-aa5df7ccd884,2021-02-17T16:45:50,,1266
2021-02-17T12:07:58.885Z,2021-02-17T12:10:55.203Z,2021-02-17,357828107947080,,Awa Diarra,Bamako,Commune VI,Niamakoro,,Koko,12.573030000000001 -7.967958333333333 353.0 1.1,12.57303,-7.96795833333333,353,1.1,Franco- Arabe Oumar Ben Abdoul Aziz,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 09:00-17:00 Other,1,1,0,1,0,0,1,,20732539,CAP de Faladiè,Private,,780,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,,,,No,Yes,Once a day,,,Latrine emptying when needed,75276640,3566,c82a1ef3-af5f-4735-83c3-fb7e87e41081,2021-02-17T16:45:56,,1268
2021-02-17T10:31:54.804Z,2021-02-17T10:37:57.857Z,2021-02-17,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,Niamakoro Koko,12.5771187 -7.9693006 338.50027894959527 7.3,12.5771187,-7.9693006,338.500278949595,7.3,Medersa Darsalam,School,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Other Mo-Fri 09:00-17:00,1,1,0,1,0,0,1,,79174440,CAP de Faladiè,Private,,310,Yes,Yes,Unimproved,Yes,,,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,No facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,No,No,,,,Latrine emptying when needed,,3994,afe0c4da-dc48-4347-96d8-fb1ddbe4fec0,2021-02-17T21:13:56,,1337
2021-02-17T10:56:34.270Z,2021-02-17T11:01:01.261Z,2021-02-17,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,,12.57437 -7.9645 355.0988402056077 7.216,12.57437,-7.9645,355.098840205608,7.216,Complexe Scolaire Alpha Kabine Diakite,School,Mo-Fri 07:30-13:30 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,1,0,1,1,0,0,0,,63538706,CAP de faladie,Private,,200,,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,,,Latrine emptying when needed,76045646,3998,a47b391a-65fa-4803-b189-2e766b4f8de0,2021-02-17T21:13:58,,1338
2021-02-17T11:01:10.316Z,2021-02-17T11:06:17.404Z,2021-02-17,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,,12.5749567 -7.9632883 343.77273544833855 7.233,12.5749567,-7.9632883,343.772735448339,7.233,École fondamentale Keita,School,Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,0,0,1,1,0,0,0,,76457356,Cap de Faladiè,Private,,270,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,11,,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,,,Latrine emptying when needed,,3999,f3902780-ceb8-4360-bc12-ddfb1292b993,2021-02-17T21:13:58,,1339
2021-02-17T12:12:29.835Z,2021-02-17T12:15:01.969Z,2021-02-17,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,Koko,12.5731033 -7.9673267 367.63272154947975 7.2,12.5731033,-7.9673267,367.63272154948,7.2,École privée la compassion,School,Mo-Fri 07:30-13:30 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Other,1,0,1,1,0,0,1,,66866391,Cap de Faladiè,Private,,190,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,Once a day,,,Latrine emptying when needed,,4004,be80f349-cac9-40e1-b83e-14849f0da064,2021-02-17T21:14:02,,1342
2021-02-17T14:43:39.546Z,2021-02-17T14:47:24.188Z,2021-02-17,collect:1txgpNFTAAr85wIK,,Toumany Diabaté,Bamako,Commune VI,Faladié,,,12.5917133 -7.959465 338.6124028287834 7.25,12.5917133,-7.959465,338.612402828783,7.25,Complexe scolaire Prestige,College,Mo-Fri 07:30-13:30 Mo-Sa 07:30-15:00 Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00 Mo-Fri 07:00-13:30,1,1,1,1,0,1,0,,66877788,Académie de la rive droite,Private,,1250,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,,4012,5a34dd85-0b12-4ccb-8d5c-47056bcbee75,2021-02-17T21:14:07,,1346
2021-02-18T08:57:29.619Z,2021-02-18T09:06:51.388Z,2021-02-18,collect:MISsMtgfFQthUhqA,,Ramatou Sogoba ,Bamako,Commune V,Baco - Djicoroni,,,12.5960404 -8.0173615 378.4599938964844 3.9,12.5960404,-8.0173615,378.459993896484,3.9,ISFMI,University,Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,0,0,1,1,0,0,0,,72033030,Université d'excellence de référence au Mali,Private,,,Yes,Yes,Improved,Yes,Usable,,,,Existence of handwashing post/station(s):,,,,,Water point exists,,,,No,Yes,,Manual Emptier,,Latrine emptying when needed,72033030,4733,44635a82-f919-44b0-a94e-2b6e9a854459,2021-02-18T16:44:57,,1424
2021-02-18T15:05:47.146Z,2021-02-18T15:08:33.060Z,2021-02-18,collect:MISsMtgfFQthUhqA,,Issa keïta ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.5872954 -8.0251474 378.4599938964844 3.9,12.5872954,-8.0251474,378.459993896484,3.9,Le SALOBA,School,Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,0,0,1,1,0,0,0,,83942345,ACADÉMIE ,Private,,,Yes,Yes,Improved,Yes,,,,,Existence of handwashing post/station(s):,,Facility located on school premises,,,Water point exists,,Improved,,,Yes,,,,Latrine emptying when needed,,4762,eac4ba65-800f-49a5-90ec-be8458be0680,2021-02-18T16:45:14,,1439
2021-02-18T15:17:13.746Z,2021-02-18T15:20:55.327Z,2021-02-18,collect:MISsMtgfFQthUhqA,,Ramatou Sogoba ,Bamako,Commune V,Baco - Djicoroni,,,12.5848545 -8.0236441 378.4599938964844 3.9,12.5848545,-8.0236441,378.459993896484,3.9,INSTITUT AFRICAINE DE TECHNOLOGIES ET DE MANAGEMENT (ITMAD),University,Mo-Fri 09:00-17:00 Mo-Fri 08:00-17:00 Other,0,0,1,1,0,0,1,,,ESEO,Private,,,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,5,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,,31,Latrine emptying when needed,,4766,6a383da5-bdcf-4e72-8c18-e9b8d3799197,2021-02-18T16:45:16,,1440
2021-02-18T10:39:45.207Z,2021-02-18T10:50:50.164Z,2021-02-18,collect:ZmcbjTvJ92OWd2Nb,,Ibrahima toure,Bamako,Commune II,Bagadadji,,Tsf,12.6465579 -7.9760324 362.06 5.0,12.6465579,-7.9760324,362.06,5,Écoletsf scn cicle,School,Mo-Fri 07:30-13:30 Mo-Fri 09:00-17:00,1,0,0,1,0,0,0,,76431515,Cjs,Public,,225,No,Yes,,,,,,,,,,,,,,,,,,,,,,76431515,5051,1491c1b8-959a-42f3-9141-67541d5ad7e9,2021-02-18T20:14:15,,1502
2021-02-18T10:51:29.184Z,2021-02-18T11:05:25.172Z,2021-02-18,collect:ZmcbjTvJ92OWd2Nb,,Ibrahima toure,Bamako,Commune II,Bagadadji,,,12.6467922 -7.9760058 362.06 7.196,12.6467922,-7.9760058,362.06,7.196,École Franco arabe tsf,School,Mo-Fri 07:30-13:30 Mo-Fri 09:00-17:00,1,0,0,1,0,0,0,,76057250,Promoteurs,Private,,350,No,Yes,,,,,,,,,,,,,,,,,,,,,,76306903,5052,e4631016-7d85-4280-b596-ee899c20d4e9,2021-02-18T20:14:16,,1503
2021-02-08T10:46:43.348Z,2021-02-08T11:05:26.890Z,2021-02-08,collect:vVhQZ4mHlgvFXsPp,,Badialan I,Bamako,Commune III,Badialan I,,Badialan I,12.651875 -8.0171867 350.89761508312915 1.966,12.651875,-8.0171867,350.897615083129,1.966,Hamadou Ly,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,,66960385/76385472,Government,,584,Yes,No,,,,,,,,,,,,,,,,,,,,,Dedicated fees for WASH regular maintenance,,101,856723cf-2a0c-44ae-b815-6af0a7b1abd9,2021-02-08T11:09:51,,1
2021-02-08T11:10:13.809Z,2021-02-08T11:17:37.585Z,2021-02-08,collect:vVhQZ4mHlgvFXsPp,,École privée les abeilles,Bamako,Commune III,Badialan I,,Abeilles ,12.6512667 -8.0169167 356.9146223176513 1.86,12.6512667,-8.0169167,356.914622317651,1.86,Abeilles,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79485763,Privée,NGO,,800,Yes,Yes,Improved,No,Not Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,,,Water point exists,,Improved,,No,,,Other,,Latrine emptying when needed,,102,e3fb6122-0784-4391-86e2-0070975af376,2021-02-08T11:17:53,,2
2021-02-08T11:18:37.704Z,2021-02-08T11:26:33.059Z,2021-02-08,collect:vVhQZ4mHlgvFXsPp,,Lycée Tieba Traoré ,Bamako,Commune III,Badialan I,,Badialan I,12.650995 -8.0168217 354.66321918440894 3.366,12.650995,-8.0168217,354.663219184409,3.366,Lycée Tieba Traoré,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,74087355,Privée,Private,,214,Yes,Yes,Unimproved,No,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,No facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,No,No,,Other,9,Latrine emptying when needed,,103,7f40141d-aeeb-48e5-8691-fea96f5b1d2b,2021-02-08T11:27:15,,3
